"id","year","state_name","state_code","district_name","district_code","development_sector","project_outlay_amount_in_lakhs","amount_spent_in_lakhs"
6260,"2019-01-01","Maharashtra","27","Kolhapur","480","Training To Promote Sports",2.0,2.2
6261,"2019-01-01","Maharashtra","27","Kolhapur","480","Vocational Skills",9.0,8.94
6262,"2019-01-01","Maharashtra","27","Latur","481","Health Care",10.0,10.0
6263,"2019-01-01","Maharashtra","27","Mumbai","482","Animal Welfare",25.0,25.0
6264,"2019-01-01","Maharashtra","27","Mumbai","482","Education",194.03,152.22
6265,"2019-01-01","Maharashtra","27","Mumbai","482","Health Care",1193.63,2037.67
6266,"2019-01-01","Maharashtra","27","Mumbai","482","Livelihood Enhancement Projects",228.0,228.0
6267,"2019-01-01","Maharashtra","27","Mumbai","482","Not Mentioned",1430.28,1430.28
6268,"2019-01-01","Maharashtra","27","Mumbai","482","Prime Minister'S National Relief Fund",160.9,18.0
6269,"2019-01-01","Maharashtra","27","Mumbai","482","Rural Development Projects",18.0,15.75
6270,"2019-01-01","Maharashtra","27","Mumbai","482","Technology Incubators",1250.0,1000.0
6271,"2019-01-01","Maharashtra","27","Mumbai","482","Vocational Skills",30.58,30.58
6272,"2019-01-01","Maharashtra","27","Mumbai Suburban","483","Education",39.27,39.27
6273,"2019-01-01","Maharashtra","27","Mumbai Suburban","483","Environmental Sustainability",1438.0,1320.0
6274,"2019-01-01","Maharashtra","27","Mumbai Suburban","483","Health Care",12.9,12.9
6275,"2019-01-01","Maharashtra","27","Mumbai Suburban","483","Socio-Economic Inequalities",31.0,31.0
6276,"2019-01-01","Maharashtra","27","Nagpur","484","Animal Welfare",15.0,15.0
6277,"2019-01-01","Maharashtra","27","Nagpur","484","Education",263.2,263.6
6278,"2019-01-01","Maharashtra","27","Nagpur","484","Environmental Sustainability",35.31,35.31
6279,"2019-01-01","Maharashtra","27","Nagpur","484","Health Care",4677.04,1851.04
6280,"2019-01-01","Maharashtra","27","Nagpur","484","Livelihood Enhancement Projects",0.2,0.2
6281,"2019-01-01","Maharashtra","27","Nagpur","484","Other Central Government Funds",222.5,222.5
6282,"2019-01-01","Maharashtra","27","Nagpur","484","Poverty, Eradicating Hunger, Malnutrition",16.86,16.86
6283,"2019-01-01","Maharashtra","27","Nagpur","484","Sanitation",1515.5,27.91
6284,"2019-01-01","Maharashtra","27","Nagpur","484","Slum Area Development",0.58,0.58
6285,"2019-01-01","Maharashtra","27","Nagpur","484","Vocational Skills",10.0,10.0
6286,"2019-01-01","Maharashtra","27","Nandurbar","486","Education",1005.0,124.0
6287,"2019-01-01","Maharashtra","27","Nashik","487","Education",44.52,44.52
6288,"2019-01-01","Maharashtra","27","Nashik","487","Health Care",39.5,39.17
6289,"2019-01-01","Maharashtra","27","Nashik","487","Livelihood Enhancement Projects",5.0,5.0
6290,"2019-01-01","Maharashtra","27","Nashik","487","Rural Development Projects",702.84,142.36
6291,"2019-01-01","Maharashtra","27","Nashik","487","Sanitation",278.0,52.0
6292,"2019-01-01","Maharashtra","27","Nashik","487","Special Education",2.0,2.0
6293,"2019-01-01","Maharashtra","27","Not Mentioned","0","Agro Forestry",0.0,19.94
6294,"2019-01-01","Maharashtra","27","Not Mentioned","0","Animal Welfare",81.24000000000001,81.23
6295,"2019-01-01","Maharashtra","27","Not Mentioned","0","Armed Forces, Veterans, War Widows/ Dependants",6.0,6.0
6296,"2019-01-01","Maharashtra","27","Not Mentioned","0","Art And Culture",543.82,296.22
6297,"2019-01-01","Maharashtra","27","Not Mentioned","0","Conservation Of Natural Resources",1547.0,541.93
6298,"2019-01-01","Maharashtra","27","Not Mentioned","0","Education",50103.08,35601.62
6299,"2019-01-01","Maharashtra","27","Not Mentioned","0","Environmental Sustainability",7933.26,3704.74
6300,"2019-01-01","Maharashtra","27","Not Mentioned","0","Gender Equality",861.0,791.24
6301,"2019-01-01","Maharashtra","27","Not Mentioned","0","Health Care",13105.39,9521.27
6302,"2019-01-01","Maharashtra","27","Not Mentioned","0","Livelihood Enhancement Projects",2751.73,1287.84
6303,"2019-01-01","Maharashtra","27","Not Mentioned","0","Other Central Government Funds",487.18,509.85
6304,"2019-01-01","Maharashtra","27","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",2446.27,1769.5700000000002
6305,"2019-01-01","Maharashtra","27","Not Mentioned","0","Prime Minister'S National Relief Fund",261.6,307.6
6306,"2019-01-01","Maharashtra","27","Not Mentioned","0","Rural Development Projects",1325.66,1261.05
6307,"2019-01-01","Maharashtra","27","Not Mentioned","0","Safe Drinking Water",113.17,112.82
6308,"2019-01-01","Maharashtra","27","Not Mentioned","0","Sanitation",1327.0,510.0
6309,"2019-01-01","Maharashtra","27","Not Mentioned","0","Senior Citizens Welfare",10.47,3.58
6310,"2019-01-01","Maharashtra","27","Not Mentioned","0","Setting Up Homes And Hostels For Women",4800.0,1757.0
6311,"2019-01-01","Maharashtra","27","Not Mentioned","0","Slum Area Development",5.0,5.0
6312,"2019-01-01","Maharashtra","27","Not Mentioned","0","Socio-Economic Inequalities",466.25,384.74
6313,"2019-01-01","Maharashtra","27","Not Mentioned","0","Special Education",94.59,94.53
6314,"2019-01-01","Maharashtra","27","Not Mentioned","0","Swachh Bharat Kosh",75.61,19.59
6315,"2019-01-01","Maharashtra","27","Not Mentioned","0","Technology Incubators",1332.0,332.0
6316,"2019-01-01","Maharashtra","27","Not Mentioned","0","Training To Promote Sports",920.9,673.44
6317,"2019-01-01","Maharashtra","27","Not Mentioned","0","Vocational Skills",574.0,187.24
6318,"2019-01-01","Maharashtra","27","Not Mentioned","0","Women Empowerment",1679.31,1216.11
6319,"2019-01-01","Maharashtra","27","Osmanabad","488","Education",39.29,39.29
6320,"2019-01-01","Maharashtra","27","Osmanabad","488","Health Care",26.0,26.0
6321,"2019-01-01","Maharashtra","27","Osmanabad","488","Safe Drinking Water",15.0,14.61
6322,"2019-01-01","Maharashtra","27","Palghar","665","Agro Forestry",4.49,7.97
6323,"2019-01-01","Maharashtra","27","Palghar","665","Education",30.09,27.88
6324,"2019-01-01","Maharashtra","27","Palghar","665","Environmental Sustainability",16.0,16.0
6325,"2019-01-01","Maharashtra","27","Palghar","665","Health Care",202.15,17.15
6326,"2019-01-01","Maharashtra","27","Palghar","665","Livelihood Enhancement Projects",22.62,0.0
6327,"2019-01-01","Maharashtra","27","Palghar","665","Poverty, Eradicating Hunger, Malnutrition",50.0,89.0
6328,"2019-01-01","Maharashtra","27","Palghar","665","Rural Development Projects",10.0,10.0
6329,"2019-01-01","Maharashtra","27","Palghar","665","Sanitation",18.78,13.07
6330,"2019-01-01","Maharashtra","27","Palghar","665","Socio-Economic Inequalities",2.0,2.0
6331,"2019-01-01","Maharashtra","27","Palghar","665","Training To Promote Sports",5.0,3.0
6332,"2019-01-01","Maharashtra","27","Palghar","665","Vocational Skills",41.0,41.0
6333,"2019-01-01","Maharashtra","27","Pune","490","Animal Welfare",200.0,271.5
6334,"2019-01-01","Maharashtra","27","Pune","490","Armed Forces, Veterans, War Widows/ Dependants",117.78,114.58
6335,"2019-01-01","Maharashtra","27","Pune","490","Art And Culture",37.08,5.67
6336,"2019-01-01","Maharashtra","27","Pune","490","Education",4996.1,3973.82
6337,"2019-01-01","Maharashtra","27","Pune","490","Environmental Sustainability",255.88,85.11
6338,"2019-01-01","Maharashtra","27","Pune","490","Health Care",6632.34,2080.63
6339,"2019-01-01","Maharashtra","27","Pune","490","Livelihood Enhancement Projects",252.7,210.01
6340,"2019-01-01","Maharashtra","27","Pune","490","Not Mentioned",325.0,325.29
6341,"2019-01-01","Maharashtra","27","Pune","490","Other Central Government Funds",16.9,10.9
6342,"2019-01-01","Maharashtra","27","Pune","490","Poverty, Eradicating Hunger, Malnutrition",8.6,8.6
6343,"2019-01-01","Maharashtra","27","Pune","490","Prime Minister'S National Relief Fund",200.0,200.0
6344,"2019-01-01","Maharashtra","27","Pune","490","Rural Development Projects",2171.21,1599.64
6345,"2019-01-01","Maharashtra","27","Pune","490","Safe Drinking Water",1.24,1.22
6346,"2019-01-01","Maharashtra","27","Pune","490","Sanitation",45.0,45.0
6347,"2019-01-01","Maharashtra","27","Pune","490","Setting Up Orphanage",25.0,0.0
6348,"2019-01-01","Maharashtra","27","Pune","490","Socio-Economic Inequalities",125.0,125.0
6349,"2019-01-01","Maharashtra","27","Pune","490","Training To Promote Sports",55.7,55.7
6350,"2019-01-01","Maharashtra","27","Pune","490","Vocational Skills",566.74,528.25
6351,"2019-01-01","Maharashtra","27","Pune","490","Women Empowerment",14.3,13.3
6352,"2019-01-01","Maharashtra","27","Raigad","491","Conservation Of Natural Resources",4.0,4.37
6353,"2019-01-01","Maharashtra","27","Raigad","491","Education",172.3,172.28
6354,"2019-01-01","Maharashtra","27","Raigad","491","Environmental Sustainability",43.72,43.85
6355,"2019-01-01","Maharashtra","27","Raigad","491","Health Care",32.0,34.19
6356,"2019-01-01","Maharashtra","27","Raigad","491","Livelihood Enhancement Projects",30.86,30.86
6357,"2019-01-01","Maharashtra","27","Raigad","491","Rural Development Projects",165.39,165.39
6358,"2019-01-01","Maharashtra","27","Raigad","491","Safe Drinking Water",83.0,83.0
6359,"2019-01-01","Maharashtra","27","Raigad","491","Sanitation",485.0,88.0
6360,"2019-01-01","Maharashtra","27","Raigad","491","Socio-Economic Inequalities",4.8,4.8
6361,"2019-01-01","Maharashtra","27","Raigad","491","Vocational Skills",5.0,4.83
6362,"2019-01-01","Maharashtra","27","Ratnagiri","492","Animal Welfare",5.0,5.0
6363,"2019-01-01","Maharashtra","27","Ratnagiri","492","Education",162.16,155.16
6364,"2019-01-01","Maharashtra","27","Ratnagiri","492","Environmental Sustainability",1.0,1.0
6365,"2019-01-01","Maharashtra","27","Ratnagiri","492","Health Care",55.0,55.0
6366,"2019-01-01","Maharashtra","27","Ratnagiri","492","Livelihood Enhancement Projects",63.0,61.0
6367,"2019-01-01","Maharashtra","27","Ratnagiri","492","Other Central Government Funds",33.0,33.0
6368,"2019-01-01","Maharashtra","27","Ratnagiri","492","Rural Development Projects",23.0,23.0
6369,"2019-01-01","Maharashtra","27","Ratnagiri","492","Safe Drinking Water",48.0,48.0
6370,"2019-01-01","Maharashtra","27","Ratnagiri","492","Socio-Economic Inequalities",233.0,233.0
6371,"2019-01-01","Maharashtra","27","Ratnagiri","492","Swachh Bharat Kosh",3.0,3.0
6372,"2019-01-01","Maharashtra","27","Ratnagiri","492","Training To Promote Sports",8.0,8.0
6373,"2019-01-01","Maharashtra","27","Ratnagiri","492","Vocational Skills",45.0,45.0
6374,"2019-01-01","Maharashtra","27","Sangli","493","Education",5.0,5.0
6375,"2019-01-01","Maharashtra","27","Satara","494","Education",2.88,2.88
6376,"2019-01-01","Maharashtra","27","Satara","494","Health Care",0.0,0.09
6377,"2019-01-01","Maharashtra","27","Sindhudurg","495","Education",671.92,163.5
6378,"2019-01-01","Maharashtra","27","Sindhudurg","495","Health Care",5.0,3.6
6379,"2019-01-01","Maharashtra","27","Solapur","496","Education",0.0,48.69
6380,"2019-01-01","Maharashtra","27","Solapur","496","Environmental Sustainability",0.0,9.52
6381,"2019-01-01","Maharashtra","27","Solapur","496","Health Care",9.0,167.88
6382,"2019-01-01","Maharashtra","27","Solapur","496","Rural Development Projects",4.0,31.25
6383,"2019-01-01","Maharashtra","27","Solapur","496","Safe Drinking Water",19.0,18.65
6384,"2019-01-01","Maharashtra","27","Solapur","496","Swachh Bharat Kosh",0.0,0.58
6385,"2019-01-01","Maharashtra","27","Solapur","496","Training To Promote Sports",0.0,23.59
6386,"2019-01-01","Maharashtra","27","Thane","497","Animal Welfare",19.58,6.78
6387,"2019-01-01","Maharashtra","27","Thane","497","Education",2085.7,164.99
6388,"2019-01-01","Maharashtra","27","Thane","497","Health Care",390.54,403.54
6389,"2019-01-01","Maharashtra","27","Thane","497","Livelihood Enhancement Projects",1.0,1.0
6390,"2019-01-01","Maharashtra","27","Thane","497","Rural Development Projects",324.0,501.56
6391,"2019-01-01","Maharashtra","27","Thane","497","Sanitation",164.0,51.0
6392,"2019-01-01","Maharashtra","27","Thane","497","Slum Area Development",7.25,7.25
6393,"2019-01-01","Maharashtra","27","Thane","497","Technology Incubators",25.0,25.0
6394,"2019-01-01","Maharashtra","27","Thane","497","Vocational Skills",1.2,1.31
6395,"2019-01-01","Maharashtra","27","Wardha","498","Environmental Sustainability",2.0,2.0
6396,"2019-01-01","Maharashtra","27","Washim","499","Education",50.6,40.81
6397,"2019-01-01","Manipur","14","Not Mentioned","0","Education",2.0,2.0
6398,"2019-01-01","Manipur","14","Not Mentioned","0","Health Care",497.0,416.0
6399,"2019-01-01","Meghalaya","17","East Khasi Hills","274","Health Care",68.0,68.0
6400,"2019-01-01","Meghalaya","17","Not Mentioned","0","Rural Development Projects",300.0,200.0
6401,"2019-01-01","Nagaland","13","Mon","247","Poverty, Eradicating Hunger, Malnutrition",150.0,33.0
6402,"2019-01-01","Not Mentioned","99","Not Mentioned","0","Armed Forces, Veterans, War Widows/ Dependants",0.0,231.0
6403,"2019-01-01","Not Mentioned","99","Not Mentioned","0","Education",307.55,217.96
6404,"2019-01-01","Not Mentioned","99","Not Mentioned","0","Environmental Sustainability",2.95,2.95
6405,"2019-01-01","Not Mentioned","99","Not Mentioned","0","Health Care",388.5,245.62
6406,"2019-01-01","Not Mentioned","99","Not Mentioned","0","Not Mentioned",8.7,8.7
6407,"2019-01-01","Odisha","21","Balasore","346","Education",7.0,6.61
6408,"2019-01-01","Odisha","21","Cuttack","350","Environmental Sustainability",26.0,25.93
6409,"2019-01-01","Odisha","21","Cuttack","350","Health Care",660.0,363.0
6410,"2019-01-01","Odisha","21","Dhenkanal","352","Education",74.45,77.36
6411,"2019-01-01","Odisha","21","Dhenkanal","352","Environmental Sustainability",1.56,1.54
6412,"2019-01-01","Odisha","21","Dhenkanal","352","Health Care",5.0,5.01
6413,"2019-01-01","Odisha","21","Dhenkanal","352","Rural Development Projects",14.0,16.14
6414,"2019-01-01","Odisha","21","Dhenkanal","352","Safe Drinking Water",0.7,0.67
6415,"2019-01-01","Odisha","21","Dhenkanal","352","Vocational Skills",48.5,44.86
6416,"2019-01-01","Odisha","21","Jagatsinghpur","355","Other Central Government Funds",5.0,5.0
6417,"2019-01-01","Odisha","21","Jagatsinghpur","355","Rural Development Projects",2.7,0.0
6418,"2019-01-01","Odisha","21","Kalahandi","358","Health Care",53.0,16.0
6419,"2019-01-01","Odisha","21","Kandhamal","359","Socio-Economic Inequalities",371.0,111.5
6420,"2019-01-01","Odisha","21","Kendujhar","361","Art And Culture",40.0,22.54
6421,"2019-01-01","Odisha","21","Kendujhar","361","Education",455.6,91.87
6422,"2019-01-01","Odisha","21","Kendujhar","361","Livelihood Enhancement Projects",88.5,24.02
6423,"2019-01-01","Odisha","21","Kendujhar","361","Rural Development Projects",52.0,39.24
6424,"2019-01-01","Odisha","21","Kendujhar","361","Safe Drinking Water",46.27,13.38
6425,"2019-01-01","Odisha","21","Kendujhar","361","Sanitation",650.5,85.7
6426,"2019-01-01","Odisha","21","Kendujhar","361","Training To Promote Sports",65.0,25.86
6427,"2019-01-01","Odisha","21","Khordha","362","Education",5506.0,2464.7
6428,"2019-01-01","Odisha","21","Khordha","362","Health Care",300.0,300.0
6429,"2019-01-01","Odisha","21","Khordha","362","Livelihood Enhancement Projects",500.0,500.0
6430,"2019-01-01","Odisha","21","Khordha","362","Other Central Government Funds",195.0,151.41
6431,"2019-01-01","Odisha","21","Khordha","362","Slum Area Development",15.0,15.0
6432,"2019-01-01","Odisha","21","Khordha","362","Vocational Skills",3059.0,1909.0
6433,"2019-01-01","Odisha","21","Khordha","362","Women Empowerment",0.0,25.5
6434,"2019-01-01","Odisha","21","Koraput","363","Education",40.0,40.0
6435,"2019-01-01","Odisha","21","Koraput","363","Sanitation",583.35,421.23
6436,"2019-01-01","Odisha","21","Not Mentioned","0","Art And Culture",202.0,46.62
6437,"2019-01-01","Odisha","21","Not Mentioned","0","Conservation Of Natural Resources",10.0,10.0
6438,"2019-01-01","Odisha","21","Not Mentioned","0","Education",978.47,2218.11
6439,"2019-01-01","Odisha","21","Not Mentioned","0","Environmental Sustainability",5423.57,5293.57
6440,"2019-01-01","Odisha","21","Not Mentioned","0","Health Care",1024.04,408.83
6441,"2019-01-01","Odisha","21","Not Mentioned","0","Livelihood Enhancement Projects",529.14,529.14
6442,"2019-01-01","Odisha","21","Not Mentioned","0","Other Central Government Funds",286.77,192.83
6443,"2019-01-01","Odisha","21","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",224.0,159.85
6444,"2019-01-01","Odisha","21","Not Mentioned","0","Prime Minister'S National Relief Fund",2500.0,2500.0
6445,"2019-01-01","Odisha","21","Not Mentioned","0","Rural Development Projects",1193.66,821.1800000000001
6446,"2019-01-01","Odisha","21","Not Mentioned","0","Safe Drinking Water",348.28,312.38
6447,"2019-01-01","Odisha","21","Not Mentioned","0","Setting Up Homes And Hostels For Women",32.0,12.0
6448,"2019-01-01","Odisha","21","Not Mentioned","0","Socio-Economic Inequalities",261.0,261.38
6449,"2019-01-01","Odisha","21","Not Mentioned","0","Special Education",167.8,42.91
6450,"2019-01-01","Odisha","21","Not Mentioned","0","Training To Promote Sports",12.0,12.2
6451,"2019-01-01","Odisha","21","Not Mentioned","0","Vocational Skills",280.0,280.0
6452,"2019-01-01","Odisha","21","Puri","369","Sanitation",316.21,192.64
6453,"2019-01-01","Odisha","21","Rayagada","370","Environmental Sustainability",195.0,188.0
6454,"2019-01-01","Odisha","21","Rayagada","370","Gender Equality",66.0,60.0
6455,"2019-01-01","Odisha","21","Sambalpur","371","Education",11.0,11.0
6456,"2019-01-01","Odisha","21","Sundargarh","373","Education",5.0,5.0
6457,"2019-01-01","Pondicherry","34","Not Mentioned","0","Conservation Of Natural Resources",4.0,4.35
6458,"2019-01-01","Pondicherry","34","Not Mentioned","0","Education",3.0,3.0
6459,"2019-01-01","Pondicherry","34","Not Mentioned","0","Environmental Sustainability",107.0,105.08
6460,"2019-01-01","Pondicherry","34","Not Mentioned","0","Health Care",19.18,19.18
6461,"2019-01-01","Pondicherry","34","Not Mentioned","0","Safe Drinking Water",200.0,200.0
6462,"2019-01-01","Pondicherry","34","Pondicherry","600","Education",13.0,12.5
6463,"2019-01-01","Pondicherry","34","Pondicherry","600","Health Care",113.37,129.37
6464,"2019-01-01","Pondicherry","34","Pondicherry","600","Women Empowerment",3.0,10.0
6465,"2019-01-01","Punjab","3","Amritsar","27","Health Care",210.0,210.0
6466,"2019-01-01","Punjab","3","Bathinda","28","Education",9.61,9.1
6467,"2019-01-01","Punjab","3","Bathinda","28","Health Care",33.0,9.59
6468,"2019-01-01","Punjab","3","Bathinda","28","Rural Development Projects",16.85,8.6
6469,"2019-01-01","Punjab","3","Gurdaspur","32","Livelihood Enhancement Projects",40.0,39.99
6470,"2019-01-01","Punjab","3","Jalandhar","34","Education",4.93,5.35
6471,"2019-01-01","Punjab","3","Jalandhar","34","Environmental Sustainability",10.6,9.69
6472,"2019-01-01","Punjab","3","Jalandhar","34","Health Care",4.5,5.0
6473,"2019-01-01","Punjab","3","Jalandhar","34","Training To Promote Sports",2.0,2.27
6474,"2019-01-01","Punjab","3","Ludhiana","36","Art And Culture",36.83,25.130000000000003
6475,"2019-01-01","Punjab","3","Ludhiana","36","Education",1615.48,43.72
6476,"2019-01-01","Punjab","3","Ludhiana","36","Environmental Sustainability",506.7,436.7
6477,"2019-01-01","Punjab","3","Ludhiana","36","Health Care",671.53,554.4
6478,"2019-01-01","Punjab","3","Ludhiana","36","Poverty, Eradicating Hunger, Malnutrition",2.0,2.0
6479,"2019-01-01","Punjab","3","Ludhiana","36","Prime Minister'S National Relief Fund",0.36,0.36
6480,"2019-01-01","Punjab","3","Ludhiana","36","Senior Citizens Welfare",0.6,0.6
6481,"2019-01-01","Punjab","3","Ludhiana","36","Swachh Bharat Kosh",0.93,0.93
6482,"2019-01-01","Punjab","3","Ludhiana","36","Training To Promote Sports",140.0,95.11
6483,"2019-01-01","Punjab","3","Ludhiana","36","Women Empowerment",0.35,0.35
6484,"2019-01-01","Punjab","3","Mansa","37","Art And Culture",7.0,5.26
6485,"2019-01-01","Punjab","3","Mansa","37","Health Care",25.0,13.81
6486,"2019-01-01","Punjab","3","Mansa","37","Livelihood Enhancement Projects",8.0,25.69
6487,"2019-01-01","Punjab","3","Mansa","37","Rural Development Projects",53.0,37.9
6488,"2019-01-01","Punjab","3","Mansa","37","Safe Drinking Water",38.0,11.4
6489,"2019-01-01","Punjab","3","Not Mentioned","0","Animal Welfare",5.18,5.18
6490,"2019-01-01","Punjab","3","Not Mentioned","0","Armed Forces, Veterans, War Widows/ Dependants",15.72,15.72
6491,"2019-01-01","Punjab","3","Not Mentioned","0","Education",192.85,171.72
6492,"2019-01-01","Punjab","3","Not Mentioned","0","Environmental Sustainability",49.53,148.99
6493,"2019-01-01","Punjab","3","Not Mentioned","0","Health Care",724.91,723.0799999999999
6494,"2019-01-01","Punjab","3","Not Mentioned","0","Livelihood Enhancement Projects",143.0,16.32
6495,"2019-01-01","Punjab","3","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",27.39,27.39
6496,"2019-01-01","Punjab","3","Not Mentioned","0","Safe Drinking Water",32.0,31.73
6497,"2019-01-01","Punjab","3","Not Mentioned","0","Socio-Economic Inequalities",8.64,8.64
6498,"2019-01-01","Punjab","3","Not Mentioned","0","Women Empowerment",10.0,10.61
6499,"2019-01-01","Punjab","3","Patiala","41","Art And Culture",1500.0,12.0
6500,"2019-01-01","Punjab","3","Patiala","41","Education",47.31,42.6
6501,"2019-01-01","Punjab","3","Patiala","41","Health Care",25.47,25.47
6502,"2019-01-01","Punjab","3","Patiala","41","Livelihood Enhancement Projects",1500.0,4.0
6503,"2019-01-01","Punjab","3","Patiala","41","Rural Development Projects",0.15,0.15
6504,"2019-01-01","Punjab","3","Rupnagar","42","Education",17.72,5.09
6505,"2019-01-01","Punjab","3","Rupnagar","42","Environmental Sustainability",34.57,28.74
6506,"2019-01-01","Punjab","3","Sangrur","43","Education",88.3,65.54
6507,"2019-01-01","Punjab","3","Sangrur","43","Environmental Sustainability",7.97,3.54
6508,"2019-01-01","Punjab","3","Sangrur","43","Health Care",2.0,1.0
6509,"2019-01-01","Punjab","3","Sangrur","43","Sanitation",32.5,24.95
6510,"2019-01-01","Punjab","3","Sangrur","43","Training To Promote Sports",10.0,9.97
6511,"2019-01-01","Punjab","3","Sas Nagar","608","Education",274.5,274.65
6512,"2019-01-01","Punjab","3","Sas Nagar","608","Health Care",11.15,7.4
6513,"2019-01-01","Punjab","3","Sas Nagar","608","Vocational Skills",28.0,27.84
6514,"2019-01-01","Rajasthan","8","Ajmer","86","Art And Culture",15.0,15.0
6515,"2019-01-01","Rajasthan","8","Ajmer","86","Education",20.0,14.87
6516,"2019-01-01","Rajasthan","8","Ajmer","86","Livelihood Enhancement Projects",12.0,12.19
6517,"2019-01-01","Rajasthan","8","Ajmer","86","Training To Promote Sports",754.0,168.0
6518,"2019-01-01","Rajasthan","8","Alwar","87","Education",2002.79,15.79
6519,"2019-01-01","Rajasthan","8","Alwar","87","Environmental Sustainability",24.0,6.7
6520,"2019-01-01","Rajasthan","8","Alwar","87","Health Care",142.69,122.69
6521,"2019-01-01","Rajasthan","8","Alwar","87","Other Central Government Funds",2.2,2.2
6522,"2019-01-01","Rajasthan","8","Alwar","87","Poverty, Eradicating Hunger, Malnutrition",200.0,177.0
6523,"2019-01-01","Rajasthan","8","Alwar","87","Rural Development Projects",26.67,26.67
6524,"2019-01-01","Rajasthan","8","Alwar","87","Sanitation",4275.0,283.0
6525,"2019-01-01","Rajasthan","8","Alwar","87","Setting Up Homes And Hostels For Women",6.51,6.51
6526,"2019-01-01","Rajasthan","8","Alwar","87","Vocational Skills",0.46,0.46
6527,"2019-01-01","Rajasthan","8","Banswara","88","Armed Forces, Veterans, War Widows/ Dependants",3.0,1.1
6528,"2019-01-01","Rajasthan","8","Banswara","88","Art And Culture",0.0,2.44
6529,"2019-01-01","Rajasthan","8","Banswara","88","Environmental Sustainability",17.0,24.16
6530,"2019-01-01","Rajasthan","8","Banswara","88","Other Central Government Funds",10.0,0.0
6531,"2019-01-01","Rajasthan","8","Banswara","88","Poverty, Eradicating Hunger, Malnutrition",2.0,1.4
6532,"2019-01-01","Rajasthan","8","Banswara","88","Rural Development Projects",8.0,1.0
6533,"2019-01-01","Rajasthan","8","Banswara","88","Special Education",3.0,15.77
6534,"2019-01-01","Rajasthan","8","Banswara","88","Training To Promote Sports",0.0,0.35
6535,"2019-01-01","Rajasthan","8","Banswara","88","Vocational Skills",2.0,0.0
6536,"2019-01-01","Rajasthan","8","Baran","89","Education",2.0,2.0
6537,"2019-01-01","Rajasthan","8","Bharatpur","91","Education",131.0,51.0
6538,"2019-01-01","Rajasthan","8","Bharatpur","91","Health Care",5.0,5.0
6539,"2019-01-01","Rajasthan","8","Bhilwara","92","Animal Welfare",0.31,0.31
6540,"2019-01-01","Rajasthan","8","Bhilwara","92","Education",125.1,125.1
6541,"2019-01-01","Rajasthan","8","Bhilwara","92","Environmental Sustainability",52.6,52.6
6542,"2019-01-01","Rajasthan","8","Bhilwara","92","Health Care",85.31,85.31
6543,"2019-01-01","Rajasthan","8","Bhilwara","92","Poverty, Eradicating Hunger, Malnutrition",14.0,14.0
6544,"2019-01-01","Rajasthan","8","Bhilwara","92","Rural Development Projects",1.5,1.5
6545,"2019-01-01","Rajasthan","8","Bhilwara","92","Safe Drinking Water",0.39,0.39
6546,"2019-01-01","Rajasthan","8","Bhilwara","92","Sanitation",0.63,0.63
6547,"2019-01-01","Rajasthan","8","Bhilwara","92","Setting Up Homes And Hostels For Women",135.0,137.26
6548,"2019-01-01","Rajasthan","8","Bhilwara","92","Training To Promote Sports",1.47,1.47
6549,"2019-01-01","Rajasthan","8","Bikaner","93","Armed Forces, Veterans, War Widows/ Dependants",70.39,70.39
6550,"2019-01-01","Rajasthan","8","Chittorgarh","95","Health Care",166.0,166.0
6551,"2019-01-01","Rajasthan","8","Chittorgarh","95","Rural Development Projects",10.0,10.0
6552,"2019-01-01","Rajasthan","8","Churu","96","Animal Welfare",13.67,13.67
6553,"2019-01-01","Rajasthan","8","Churu","96","Education",262.0,262.0
6554,"2019-01-01","Rajasthan","8","Churu","96","Health Care",4.1,4.1
6555,"2019-01-01","Rajasthan","8","Churu","96","Training To Promote Sports",327.75,327.75
6556,"2019-01-01","Rajasthan","8","Jaipur","102","Animal Welfare",4.48,4.48
6557,"2019-01-01","Rajasthan","8","Jaipur","102","Armed Forces, Veterans, War Widows/ Dependants",1.0,0.84
6558,"2019-01-01","Rajasthan","8","Jaipur","102","Art And Culture",60.0,20.05
6559,"2019-01-01","Rajasthan","8","Jaipur","102","Education",311.38,255.78
6560,"2019-01-01","Rajasthan","8","Jaipur","102","Environmental Sustainability",23.59,5.77
6561,"2019-01-01","Rajasthan","8","Jaipur","102","Gender Equality",10.0,4.9
6562,"2019-01-01","Rajasthan","8","Jaipur","102","Health Care",452.67,391.92
6563,"2019-01-01","Rajasthan","8","Jaipur","102","Poverty, Eradicating Hunger, Malnutrition",120.36,120.06
6564,"2019-01-01","Rajasthan","8","Jaipur","102","Rural Development Projects",12.0,10.43
6565,"2019-01-01","Rajasthan","8","Jaipur","102","Sanitation",6.0,5.31
6566,"2019-01-01","Rajasthan","8","Jaipur","102","Slum Area Development",22.0,22.0
6567,"2019-01-01","Rajasthan","8","Jaipur","102","Training To Promote Sports",18.0,8.71
6568,"2019-01-01","Rajasthan","8","Jaipur","102","Vocational Skills",27.5,18.85
6569,"2019-01-01","Rajasthan","8","Jaipur","102","Women Empowerment",20.0,8.03
